,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp,cluster
392,392,CHEMBL280713,2.1,OC(=O)c1ccccc1Cn2nnc(n2)c3cccc(OCc4ccc5ccccc5n4)c3,1,[0 0 0 ... 0 0 0],129
396,396,CHEMBL1430654,4.02,O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c3ccccc3,1,[0 0 0 ... 0 0 0],129
397,397,CHEMBL1738761,0.76,NCC[C@@H](Oc1cc(Cl)ccc1C#N)c2ccccc2,1,[0 1 0 ... 0 0 0],129
433,433,CHEMBL1491421,1.9,CC(C)(C)c1cc2nc3C(=O)N(Cc4ccccc4)Cc3c(O)n2n1,1,[0 0 0 ... 0 0 0],129
490,490,CHEMBL318021,2.4,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,1,[0 1 0 ... 0 0 0],129
507,507,CHEMBL2104196,1.7,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,1,[0 0 0 ... 0 0 0],129
518,518,CHEMBL1456596,1.37,C(N(Cc1ccccc1)c2nn[nH]n2)c3ccccc3,1,[0 0 0 ... 0 0 0],129
577,577,CHEMBL288524,0.29,NC12CCC(CC1)(CC2)c3ccccc3,1,[0 0 0 ... 0 0 0],129
592,592,CHEMBL1477550,3.44,O=C(Nc1ccccc1)c2oc3ccccc3c2,1,[0 0 0 ... 0 0 0],129
614,614,CHEMBL263655,1.2,CN1SC(=NC1=O)NCc2ccccc2,1,[0 0 0 ... 0 0 0],129
620,620,CHEMBL1212983,3.41,Cc1cc(C)c2c(N)c(sc2n1)C(=O)NCc3ccccc3,1,[0 0 0 ... 0 0 0],129
628,628,CHEMBL389348,0.18,NC(=N)NCCC[C@H](NC(=O)COCC(c1ccccc1)c2ccccc2)C(=O)O,1,[0 1 0 ... 0 0 0],129
636,636,CHEMBL151592,1.09,Cc1cccc(C(=O)N)c1NC(=O)c2ccccc2,1,[0 0 0 ... 0 0 0],129
643,643,CHEMBL1952147,2.19,NS(=O)(=O)c1ccc(CCNc2ccc3nnc(c4ccccc4)n3n2)cc1,1,[0 0 0 ... 0 0 0],129
650,650,CHEMBL237888,2.0,CN1C(=O)C=C(CCc2ccccc2)N=C1N,1,[0 0 0 ... 0 0 0],129
701,701,CHEMBL33899,3.89,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,1,[0 0 1 ... 0 0 0],129
703,703,CHEMBL101,0.45,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,1,[0 0 0 ... 0 0 0],129
707,707,CHEMBL2314198,2.75,OC(=O)c1[nH]c2ccccc2c1CCCOc3cccc4ccccc34,1,[0 0 0 ... 0 0 0],129
716,716,CHEMBL61946,2.3,CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
717,717,CHEMBL1907194,1.38,OC1(CNCCc2ccccc12)c3ccccc3,1,[0 0 0 ... 0 0 0],129
720,720,CHEMBL425300,2.9,Cc1cnc(NC(=O)Cc2ccccc2)s1,1,[0 0 0 ... 0 0 0],129
727,727,CHEMBL254370,2.14,CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,1,[0 1 0 ... 0 0 0],129
732,732,CHEMBL1464,0.86,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,1,[0 1 0 ... 0 0 0],129
733,733,CHEMBL173809,3.6,CC(C)C(CCCN(C)CCc1ccccc1)(C#N)c2ccccc2,1,[0 1 0 ... 0 0 0],129
746,746,CHEMBL424378,1.9,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)C(=O)C,1,[0 0 0 ... 0 0 0],129
821,821,CHEMBL607,1.4,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
822,822,CHEMBL2164850,3.44,O=C(NC1=CC(=CNC1=O)c2ccncc2)[C@H](Cc3ccccc3)NC4(CC4)c5ccccn5,1,[0 1 0 ... 0 0 0],129
851,851,CHEMBL1605684,3.2,CC(=O)C1=CN(Cc2ccccc2)C(=O)N(Cc3ccc(F)cc3)C1=O,1,[0 0 0 ... 0 0 0],129
856,856,CHEMBL284954,2.79,CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2,1,[0 1 0 ... 0 0 0],129
860,860,CHEMBL393501,3.8,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,1,[0 0 0 ... 0 0 0],129
881,881,CHEMBL1385161,-0.2,CC(=O)Nc1nc(N)n(n1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
885,885,CHEMBL1468936,3.8,CCOC(=O)c1c(nc2cc(C)ccn12)c3ccccc3,1,[0 0 0 ... 0 0 0],129
902,902,CHEMBL789,0.97,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,1,[1 1 0 ... 0 0 0],129
953,953,CHEMBL1734492,3.3,NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3,1,[0 1 0 ... 0 0 0],129
977,977,CHEMBL1871428,0.82,Oc1ncc(NCc2ccccc2)c(O)n1,1,[0 0 0 ... 0 0 0],129
986,986,CHEMBL33227,3.58,COC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2cccc3ccccc23,1,[0 1 0 ... 0 0 0],129
989,989,CHEMBL1535688,-0.84,Cc1ccc(OCC(=O)O)c(c1)n2nc3ccccc3n2,0,[0 0 0 ... 0 0 0],129
993,993,CHEMBL38688,3.2,N(c1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1001,1001,CHEMBL1242565,1.66,C[C@H](N)C(=O)N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2,1,[0 1 0 ... 0 0 0],129
1004,1004,CHEMBL62136,4.5,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F,1,[1 0 0 ... 0 0 0],129
1008,1008,CHEMBL1995326,2.63,O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c6C(=O)c7ccccc7C(=O)c16)c8ccccc8,1,[0 1 0 ... 0 0 0],129
1014,1014,CHEMBL211456,-1.15,CN[C@@H](C)[C@H](O)c1ccccc1,0,[0 1 0 ... 0 0 0],129
1056,1056,CHEMBL167059,2.1,CCCc1c(O)c(ccc1OCc2ccc(cc2)C(=O)O)C(=O)C,1,[0 0 0 ... 0 0 0],129
1075,1075,CHEMBL24850,0.4,OC(=O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,1,[0 0 0 ... 0 0 0],129
1081,1081,CHEMBL2058529,3.22,OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1,1,[0 0 0 ... 0 0 0],129
1095,1095,CHEMBL149434,2.1,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3,1,[0 0 0 ... 0 0 0],129
1101,1101,CHEMBL1004,-0.2,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,1,[0 0 0 ... 0 0 0],129
1107,1107,CHEMBL1194666,1.18,CCN(CC)C(C)C(=O)c1ccccc1,1,[0 1 0 ... 0 0 0],129
1108,1108,CHEMBL443239,2.7,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3,1,[0 1 0 ... 0 0 0],129
1116,1116,CHEMBL1567984,0.3,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2,1,[0 0 0 ... 0 0 0],129
1121,1121,CHEMBL424,-1.36,OC(=O)c1ccccc1O,0,[0 0 0 ... 0 0 0],129
1136,1136,CHEMBL1927707,2.71,Oc1ccccc1CCC(=O)Nc2ccccc2,1,[0 0 0 ... 0 0 0],129
1138,1138,CHEMBL315985,0.79,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13,1,[1 0 0 ... 0 0 0],129
1152,1152,CHEMBL259081,3.01,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3,1,[0 0 0 ... 0 1 0],129
1161,1161,CHEMBL1457701,1.97,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O,1,[0 0 0 ... 0 0 0],129
1168,1168,CHEMBL41,1.92,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1,[0 1 0 ... 0 0 0],129
1172,1172,CHEMBL370492,3.0,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4,1,[0 0 0 ... 0 0 0],129
1224,1224,CHEMBL149324,-0.21,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2,1,[0 0 0 ... 0 0 0],129
1230,1230,CHEMBL2012204,2.88,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO,1,[0 1 0 ... 0 0 0],129
1249,1249,CHEMBL339670,1.26,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,1,[0 0 0 ... 0 0 0],129
1294,1294,CHEMBL2218940,3.4,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,1,[0 0 0 ... 0 0 0],129
1304,1304,CHEMBL339059,1.75,NC(=O)c1ccc(Br)cc1,1,[0 0 0 ... 0 0 0],129
1307,1307,CHEMBL1770464,2.03,C[C@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,1,[0 1 0 ... 0 0 0],129
1309,1309,CHEMBL292303,-0.92,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,0,[0 1 0 ... 0 0 0],129
1327,1327,CHEMBL515,1.47,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1,[0 0 0 ... 0 0 0],129
1332,1332,CHEMBL1475400,1.69,Oc1cc(OCc2ccccc2)ccn1,1,[0 0 0 ... 0 0 0],129
1344,1344,CHEMBL1230668,-1.45,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(C)CC(=O)O,0,[0 0 0 ... 0 0 0],129
1357,1357,CHEMBL89363,1.2,Cc1c[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1CCC(=O)O,1,[0 0 0 ... 0 0 0],129
1363,1363,CHEMBL900,1.47,CN(C)CCOC(c1ccccc1)c2ccccc2C,1,[0 1 0 ... 0 0 0],129
1376,1376,CHEMBL238620,1.96,COc1ccc(cc1)C(=O)CS(=O)(=O)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1389,1389,CHEMBL1288718,3.71,N#CCc1c[nH]c2ccc(OCc3ccccc3)cc12,1,[0 0 0 ... 0 0 0],129
1415,1415,CHEMBL139725,0.83,OB(O)c1ccccc1C=O,1,[0 0 0 ... 0 0 0],129
1416,1416,CHEMBL1566034,1.21,O=C(N1CC(=O)Nc2ccccc12)c3occc3,1,[0 0 0 ... 0 0 0],129
1474,1474,CHEMBL1618762,1.65,C(Cc1ccccc1)NCc2ccccc2,1,[0 0 0 ... 0 0 0],129
1475,1475,CHEMBL40,0.05,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1489,1489,CHEMBL1900501,3.09,Oc1ccc(C(=O)Cc2ccccc2)c(O)c1,1,[0 0 0 ... 0 0 0],129
1515,1515,CHEMBL1222330,-1.1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0,[0 1 0 ... 0 0 0],129
1527,1527,CHEMBL348000,-0.7,OC(=O)c1cc(nc2ccccc12)c3ccccc3,0,[0 0 0 ... 0 0 0],129
1534,1534,CHEMBL429405,0.39,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,1,[0 1 0 ... 0 0 0],129
1550,1550,CHEMBL1373,1.12,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,1,[0 1 0 ... 0 0 0],129
1552,1552,CHEMBL169901,-1.01,NC(=N)N1CCc2ccccc2C1,0,[0 0 0 ... 0 0 0],129
1559,1559,CHEMBL1892375,2.9,Oc1ccc(Cl)cc1C(=O)Nc2ccccc2,1,[0 0 0 ... 0 0 0],129
1567,1567,CHEMBL486232,3.4,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3,1,[0 1 0 ... 0 0 0],129
1618,1618,CHEMBL1431736,2.2,CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3,1,[0 1 0 ... 0 0 0],129
1623,1623,CHEMBL17157,3.99,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,1,[0 1 0 ... 0 0 0],129
1647,1647,CHEMBL832,-0.51,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4,0,[0 0 0 ... 0 0 0],129
1656,1656,CHEMBL336399,0.78,OC(=O)c1cc2ccccc2n1Cc3ccccc3,1,[0 0 0 ... 0 0 0],129
1662,1662,CHEMBL1362574,2.8,CC(=O)Nc1nc(ns1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1666,1666,CHEMBL1201236,-0.7,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,0,[0 0 0 ... 0 0 0],129
1684,1684,CHEMBL2137932,2.92,CC(O)(C(=O)c1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1694,1694,CHEMBL2314504,2.99,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c4ccccc14,1,[0 0 0 ... 0 0 0],129
1700,1700,CHEMBL115523,2.8,O=C(Nc1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1713,1713,CHEMBL277522,0.58,OC(=O)CCC(=O)c1ccc(cc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1755,1755,CHEMBL1330968,1.87,CC1=C(OCc2ccccc2)C(=O)C=CO1,1,[0 0 0 ... 0 0 0],129
1760,1760,CHEMBL180966,2.86,CN(CC[C@@H](Oc1ccc(cc1)c2ccccc2)c3ccc(F)cc3)CC(=O)O,1,[0 1 0 ... 0 0 0],129
1775,1775,CHEMBL1490,2.68,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,1,[0 0 1 ... 0 0 0],129
1779,1779,CHEMBL365123,1.19,CC1=CN(Cc2ccccc2)C(=O)NC1=O,1,[0 0 0 ... 0 0 0],129
1784,1784,CHEMBL1599290,1.56,Nc1nc2ccccc2n1C(=O)c3ccccc3,1,[0 0 0 ... 0 0 0],129
1854,1854,CHEMBL2030560,2.29,Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,1,[0 0 0 ... 0 0 0],129
1878,1878,CHEMBL404687,1.65,OC(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,1,[0 0 0 ... 0 0 0],129
1906,1906,CHEMBL1789274,0.87,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2,1,[0 1 0 ... 0 0 0],129
1908,1908,CHEMBL29838,3.63,OC(=O)c1ccc(OCC(=O)COc2ccc(SCCCCCc3ccccc3)cc2)cc1,1,[0 0 0 ... 0 0 0],129
1917,1917,CHEMBL2089277,0.3,OC(=O)c1cccc(c1)c2cccc(c2)C#N,1,[0 0 0 ... 0 0 0],129
1937,1937,CHEMBL1897032,1.0,OC(CN1CCOCC1)c2ccccc2,1,[0 1 0 ... 0 0 0],129
1946,1946,CHEMBL571,-0.12,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,1,[0 1 0 ... 0 0 0],129
1959,1959,CHEMBL1940832,0.02,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,1,[0 1 0 ... 0 0 0],129
1968,1968,CHEMBL1387125,1.13,CCN1C(=O)C2=C(OC(=CC2=O)O)c3ccccc13,1,[0 0 0 ... 0 0 0],129
1974,1974,CHEMBL290119,3.12,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cccc3ccccc23,1,[0 1 0 ... 0 0 0],129
1980,1980,CHEMBL73234,1.33,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
1985,1985,CHEMBL109937,2.9,FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F,1,[0 1 0 ... 0 0 0],129
1992,1992,CHEMBL896,3.08,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,1,[0 1 0 ... 0 0 0],129
2001,2001,CHEMBL440765,0.99,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4,1,[0 0 1 ... 0 0 0],129
2005,2005,CHEMBL321758,0.91,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,1,[0 1 0 ... 0 0 0],129
2011,2011,CHEMBL191802,2.45,CSc1ccc(OCc2ccccc2)c(\C=C\c3ccc(cn3)C(=O)O)c1,1,[0 0 0 ... 0 0 0],129
2025,2025,CHEMBL190458,-0.3,CC1=C(CCC(=O)O)C(=O)Oc2c(C)c(O)ccc12,1,[0 0 0 ... 0 0 0],129
2026,2026,CHEMBL8663,2.16,CC(Cc1ccccc1)N(C)CC#C,1,[0 1 0 ... 0 0 0],129
2038,2038,CHEMBL1498995,2.36,CNc1ncc(s1)C(=O)c2ccccc2,1,[0 0 0 ... 0 0 0],129
2042,2042,CHEMBL1101,2.49,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,1,[0 0 1 ... 0 0 0],129
2046,2046,CHEMBL126519,2.6,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,1,[0 0 0 ... 0 0 0],129
2084,2084,CHEMBL1789224,1.3,CNCC[C@@H](Oc1cc(ccc1C#N)C(F)(F)F)c2ccccc2,1,[0 1 0 ... 0 0 0],129
2087,2087,CHEMBL1437137,2.5,CC(N)(COP(=O)(O)O)C(=O)O,1,[0 0 0 ... 0 0 0],129
2104,2104,CHEMBL1350030,1.71,OC1(C(=O)Nc2ccccc12)c3ccccc3,1,[0 0 0 ... 0 0 0],129
2105,2105,CHEMBL27577,1.09,NC(=O)c1ccccc1O,1,[0 0 0 ... 0 0 0],129
2109,2109,CHEMBL351811,1.32,NC(Cc1ccccc1)c2ccccc2,1,[0 1 0 ... 0 0 0],129
2153,2153,CHEMBL415521,1.2,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3,1,[0 0 0 ... 0 0 0],129
2167,2167,CHEMBL90846,2.43,O=C(Nc1nccs1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
2189,2189,CHEMBL13817,1.4,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N2CCC3(CC2)CN(c4ccccc34)S(=O)(=O)C,1,[0 1 0 ... 0 0 0],129
2191,2191,CHEMBL212761,3.09,CC(C)(C)NC(=O)Nc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3,1,[0 0 0 ... 0 0 0],129
2212,2212,CHEMBL429330,2.49,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N2CCCC2,1,[0 1 0 ... 0 0 0],129
2219,2219,CHEMBL1896037,3.41,OC(CN1CCCCC1)(C(=O)c2ccccc2)c3ccccc3,1,[0 0 1 ... 0 0 0],129
2227,2227,CHEMBL379738,1.86,O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
2230,2230,CHEMBL227897,2.5,O=C(Cc1ccccc1)Nc2nccs2,1,[0 0 0 ... 0 0 0],129
2232,2232,CHEMBL1875368,3.9,O=C(Cc1cccc2ccccc12)Nc3ccccc3,1,[0 0 0 ... 0 0 0],129
2240,2240,CHEMBL1707308,3.22,Brc1ccc(cc1)C(=O)Cn2cnc3ccccc23,1,[0 0 0 ... 0 0 0],129
2242,2242,CHEMBL442956,0.78,OC(=O)C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,1,[0 0 0 ... 0 0 0],129
2281,2281,CHEMBL380936,3.69,Nc1nc(NCc2ccccc2)nc3c1nc(O)n3Cc4ccccc4,1,[0 0 0 ... 0 0 0],129
2284,2284,CHEMBL27006,3.6,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c3ccccc3)cc(c1)C(F)(F)F,1,[0 0 0 ... 0 0 0],129
2285,2285,CHEMBL423026,2.47,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4oc5ccccc5n4,1,[0 1 0 ... 0 0 0],129
2306,2306,CHEMBL70972,2.48,CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(=O)O)c2ccccc2,1,[0 1 0 ... 0 0 0],129
2320,2320,CHEMBL347645,0.3,NC(=O)Cc1ccccc1,1,[0 0 0 ... 0 0 0],129
2335,2335,CHEMBL38182,1.64,Brc1ccccc1NC(=O)Nc2ccc(C#N)c3[nH]nnc23,1,[0 0 0 ... 0 0 0],129
2347,2347,CHEMBL210884,2.26,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1,1,[0 0 0 ... 0 0 0],129
2359,2359,CHEMBL1598315,1.23,CNC(=O)c1snnc1c2ccccc2,1,[0 0 0 ... 0 0 0],129
2374,2374,CHEMBL167471,2.95,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)C(=O)C,1,[0 0 0 ... 0 0 0],129
2379,2379,CHEMBL1789186,0.77,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2,1,[0 1 0 ... 0 0 0],129
2384,2384,CHEMBL377136,2.2,O=C(Nc1ccccn1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
2394,2394,CHEMBL1532611,2.71,Nc1ccc(OCCc2ccccc2)cc1,1,[0 0 0 ... 0 0 0],129
2395,2395,CHEMBL1773254,1.67,OC(=O)CCc1ccc(OCc2cccc(Br)c2)cc1,1,[0 0 0 ... 0 0 0],129
2403,2403,CHEMBL1180725,0.2,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,1,[0 1 0 ... 0 0 0],129
2407,2407,CHEMBL151445,0.4,OCC(O)CN1CCN(CC1)c2ccccc2,1,[0 1 0 ... 0 0 0],129
2419,2419,CHEMBL1892245,-1.31,OC(=O)CSc1c[nH]c2ccccc12,0,[0 1 0 ... 0 0 0],129
2434,2434,CHEMBL267744,-0.84,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0,[0 0 0 ... 0 0 0],129
2469,2469,CHEMBL591931,1.27,NC(=N)c1cc2c(cccc2s1)c3ccccc3,1,[0 0 0 ... 0 0 0],129
2482,2482,CHEMBL1414985,2.96,Clc1ccc(cc1)C(=O)Cc2ccccn2,1,[0 0 0 ... 0 0 0],129
2484,2484,CHEMBL1364572,2.91,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,1,[1 0 0 ... 0 0 0],129
2522,2522,CHEMBL228761,2.21,O=C1C2CCC(N2)C(=O)N1Cc3ccccc3,1,[0 0 0 ... 0 0 0],129
2526,2526,CHEMBL1910654,3.25,N[C@H](CNC(=O)c1cc2c(cccc2[nH]1)c3ccccc3Cc4ccccc4)C(=O)O,1,[0 1 0 ... 0 0 0],129
2540,2540,CHEMBL1770465,3.58,C[C@@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,1,[0 1 0 ... 0 0 0],129
2554,2554,CHEMBL211265,2.46,Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CC4)cc3,1,[0 0 0 ... 0 0 0],129
2561,2561,CHEMBL2068817,3.0,COc1ccccc1CN(C(=O)C)c2cnccc2Oc3ccccc3,1,[0 0 0 ... 0 0 0],129
2597,2597,CHEMBL102726,3.21,C(Nc1ncnc2ccccc12)c3ccccc3,1,[0 0 0 ... 0 0 0],129
2614,2614,CHEMBL23588,2.01,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,1,[0 0 0 ... 0 0 0],129
2621,2621,CHEMBL1775161,1.19,OC(=O)c1cn(Cc2ccccc2)c3ccccc13,1,[0 0 0 ... 0 0 0],129
2636,2636,CHEMBL278623,1.0,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc3c[nH]c4ccccc34)NC=O,1,[0 1 0 ... 0 0 0],129
2638,2638,CHEMBL861,1.59,CCC1(NC(=O)N(C)C1=O)c2ccccc2,1,[0 0 0 ... 0 0 0],129
2640,2640,CHEMBL344319,1.05,Cc1c(CCC(=O)O)c[nH]c1\C=C\2/C(=O)Nc3ccccc23,1,[0 0 0 ... 0 0 0],129
2650,2650,CHEMBL235821,1.4,NC1=NC(=CC(=O)N1)CCc2ccccc2,1,[0 0 0 ... 0 0 0],129
2669,2669,CHEMBL954,4.09,CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3,1,[0 0 0 ... 0 0 0],129
2692,2692,CHEMBL2110579,2.1,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C1)C(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N,1,[0 1 0 ... 0 0 0],129
2706,2706,CHEMBL206200,2.18,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,1,[0 0 0 ... 0 0 0],129
2723,2723,CHEMBL261237,3.3,N\C(=C(\C#N)/c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,1,[0 0 0 ... 0 0 0],129
2767,2767,CHEMBL1599839,3.3,Oc1nc2ccccc2nc1NCc3ccccc3,1,[0 0 0 ... 0 0 0],129
2796,2796,CHEMBL577241,3.3,Oc1ccc(CCc2ccc(O)cc2)cc1,1,[0 0 0 ... 0 0 0],129
2814,2814,CHEMBL1503415,0.96,OC1=CC(=O)C2=C(O1)c3ccccc3N(C2=O)c4ccccc4,1,[0 0 0 ... 0 0 0],129
2818,2818,CHEMBL342357,3.1,O=C1NC(=O)c2cc(OCc3ccccc3)ccc12,1,[0 0 0 ... 0 0 0],129
2837,2837,CHEMBL1880028,2.03,ONC(=O)Cc1ccc(Oc2ccccc2)cc1,1,[0 0 0 ... 0 0 0],129
2850,2850,CHEMBL66761,2.8,O=C1NN=C(Cc2ccccc2)c3ccccc13,1,[1 0 0 ... 0 0 0],129
2861,2861,CHEMBL1078411,1.3,N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N,1,[0 1 0 ... 0 0 0],129
2889,2889,CHEMBL13030,0.17,CN1C2CC(CC1C3OC23)OC(=O)C(CO)c4ccccc4,1,[0 1 0 ... 0 0 0],129
2891,2891,CHEMBL107367,3.5,Cc1oc(nc1CCOc2ccc(C[C@H](Nc3ccccc3C(=O)c4ccccc4)C(=O)O)cc2)c5ccccc5,1,[0 1 0 ... 0 0 0],129
2895,2895,CHEMBL1269107,2.73,CC1=C(C(=O)c2cc(O)c(O)c(Cc3ccccc3)c2C1=O)C4=C(C)C(=O)c5c(Cc6ccccc6)c(O)c(O)cc5C4=O,1,[0 0 0 ... 0 0 0],129
2905,2905,CHEMBL1346,2.79,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,1,[0 0 0 ... 0 0 0],129
2909,2909,CHEMBL1241,1.28,CN(C)CCN(Cc1ccccc1)c2ccccn2,1,[0 0 0 ... 0 0 0],129
